ulasan,rating,tanggal
Sangat rumit d tambah lagi saat membuka aplikasi nya begitu lama padahal jaringan selalu full... dan saya udh lama jdi pelanggal Telkomsel knpa promo nya mahal sekali gak di kasih diskon yang sesuai... di tambah gak ada murah² nya ni Telkomsel mahalll bett dh 3GB 50k 30 hari kan harga nya gak ngotak..,1,2025-06-23 10:53:07
"makin gaje mau claim reward, di apk nya ter claim tapi ada pesan masuk reward gagal dasar kikir",2,2025-06-23 10:46:21
"buka app susahnya minta ampunnn. muterrrrr aja. tolong dibenahi,masa mau cek2 di app ga bisa2",1,2025-06-23 10:41:01
"isi pulsa masa aktif tidak bertambah,.. ada event reward tidak terpakai...",1,2025-06-23 10:39:49
"telkomsel sampah,. kapok w pake telkomsel simpati,,. pulsa w hilang tanpa jejak terus",1,2025-06-23 10:38:55
"*363# paket langgananku udah ilang, tinggal paket yang harganya di atas 10k semua. dan aku sudah aktifkan jaga pulsa, masih aja kesedot 4k saat paket habis!!!",1,2025-06-23 10:37:53
baik,5,2025-06-23 10:37:52
aplikasi susah dibuka padahal jaringan bagus,1,2025-06-23 10:36:12
mantap 👍🏻,5,2025-06-23 10:32:48
terlalu lag dan lain lain,4,2025-06-23 10:32:02
"Jaringan Telkomsel Skarang parah"" susah signl dari mna"" Skarang paket mahal"" tapi Jaringan nya Jelek Lagi dikit"" leg ah parahh.. Telkomsel ajig",3,2025-06-23 10:24:22
aplikasinya suka lama loading!! urgent mau beli kuota pun lamaaa bgtttt,1,2025-06-23 10:24:12
ok,5,2025-06-23 10:21:46
sangat terpecaya,5,2025-06-23 10:18:36
tidak mau terbuka padahal jaringan bagus,1,2025-06-23 10:16:08
"SEMUA PAKET NYA KAGA ADA YG BERES, SERBA DI BAGI² APALAH, udh gitu aplikasinya lemot parah cuk,",1,2025-06-23 10:15:39
"mending mikir 2 pakai Telkomsel, apa lagi download aplikasinya, sering error buat transaksi tidak bisa,mau beli kuota lewat ewalet/perbankan sering gangguan... sinyal atau aplikasi nya error parah",1,2025-06-23 10:11:42
"aplikasi tidak stabil, susah dibuka",1,2025-06-23 10:11:05
bagus,5,2025-06-23 10:08:01
aplikasinya sangat lelet,1,2025-06-23 10:07:59
ketika berada diekstrak gembira gak bisa dibukak .terjadi kesalahan pada halaman ini ngestack kadang ngeputih kadang gak bisa dibukak,1,2025-06-23 10:06:20
telkomsel makin jelek sinyal gak bagus apk my telkomsel sangat buruk 👎👎👎,1,2025-06-23 10:05:36
terbaik,5,2025-06-23 10:03:43
suka tiba tiba drop bgt sinyal nya,1,2025-06-23 10:01:24
lemot,1,2025-06-23 09:58:00
apk nya tolong dong utuk masuk aj nglek gimn mau beli konta,1,2025-06-23 09:56:47
knapa aplikasi tidak bisa terhubung ke Indihome,2,2025-06-23 09:54:51
"lemot ga bisa nampilin kuota yg sesungguh nya,,",1,2025-06-23 09:53:51
APK KALIAN SAMPAH!,1,2025-06-23 09:51:11
error hari ini,1,2025-06-23 09:43:47
Bentar lagi saya ganti bintang kasih tiga dulu ya karena sering macet buka paketan bolak balik Uninstall-Download lagi percuma ya,3,2025-06-23 09:40:21
huhhh saran jaringan di benerin dah itu aja sama harga di patok sesuai standar sama kulitas biar lebih baik,3,2025-06-23 09:38:30
"udah jaringan lambat, mahal lagi.",1,2025-06-23 09:37:39
jelek banget,1,2025-06-23 09:34:56
dari jaman launching smpai sekarang ngbug mulu,1,2025-06-23 09:33:53
lemot amat aplikasinya,4,2025-06-23 09:33:16
mantap,5,2025-06-23 09:32:08
sinyal tolong di perbaiki,5,2025-06-23 09:24:27
"aplikasi Tidak bagus saya melakukan pembelian paket data tadi pagi pembayaran Via BRIVA, paket data sampai sekarang belum masuk",1,2025-06-23 09:23:21
"pelayanan bagus , tapi untuk jaringan suka lemah terus",5,2025-06-23 09:21:55
"jaringan si oke tp aplikasinya, mau ngecek kuota pasasa berlaku mau habis sulit minta ampun, apakah biar kuota hangus 😂 mau beli paket data sulit minta ampun juga",1,2025-06-23 09:21:19
padahal sinyal bagus kok loading terus,1,2025-06-23 09:19:50
mantaf,5,2025-06-23 09:18:30
sering error 🙏,1,2025-06-23 09:15:59
bagus,5,2025-06-23 09:13:32
my telkomsel memang terbaik,5,2025-06-23 09:09:59
jaringan ga stabil,1,2025-06-23 09:09:40
muter muter aja. tak kira aplikasi dibidang ginian bakal. ringan dan mudah.,2,2025-06-23 09:08:52
Telkomsel semakin banyak pengguna sinyal gak karuan.. padahal saya pengguna lama. udah kaya warteg kalo laris dan ramai buat telor dadar dari telor satu butir jadi 3 telor dadar.. makin ngacoo. Kalau larisss tetaplah stabilkan sinyalnya biar para pengguna tidak pindah pindah..,1,2025-06-23 09:06:23
propesor,5,2025-06-23 09:05:51
"makin gk beres nih apk pilihan paket data lama"" makin aneh tolong telkom perbaiki pilihan paket nya",1,2025-06-23 09:05:47
"kena apa my telekmsel loading terus, bisa masuk selalu hapus semua data dsterusnya",3,2025-06-23 09:05:13
gak bisa login 🙈,1,2025-06-23 09:01:56
"aplikasi suka ngebug tba"", udh kita ngumpulin stamp ktnya dpt kouta ternyata gaada samsek. harganya terlalu mahal pelit, trs reward koutanya juga cmn sebentar doang, gila kali 25gb sehari, minimal 3 harian lahh. trs reward koutanya tuh minimal 2x, gsh sekali, plissd lah gausah pelit"" mahal"" apalagi jaringan suka ngelag",2,2025-06-23 09:00:40
aplikasi makin gak jelas. Krn gak bisa d buka..yg lain,5,2025-06-23 08:59:19
huuuh sulit sekali,2,2025-06-23 08:57:16
ngeselin banget sih... cek kuotta ajah loading terus.... haduuuuuuhh,1,2025-06-23 08:53:20
my Telkomsel tipu2 banyak rugikan customer,1,2025-06-23 08:53:00
Sangat bagus konsisten terus,5,2025-06-23 08:51:33
semoga beruntung,5,2025-06-23 08:49:11
"Semoga ada paket Vidio platinum Tahunan mobile biar lebih mudah tidak beli perbulan. Semoga bisa ada dan harganya miring, Untuk aplikasi Telkomsel sudah bagus dan banyak perbaikan + fiturnya.",5,2025-06-23 08:48:04
"kaya sering blank gitu, harus instal ulang.",4,2025-06-23 08:45:10
ngelek kali .,1,2025-06-23 08:43:11
"aplikasi nya lelet sudah di perbaharui dan di refresi masih lelet, kemudian promo nya juga mahal",1,2025-06-23 08:41:10
makin korup aja Telkomsel serba mahal cuman manis di awal yukk pindah ke M3dosat lebih murah,1,2025-06-23 08:38:29
"malesin banget sinyalnya sering ilang bikin emosi, mahal doang kualitas jelek",1,2025-06-23 08:36:18
apk lelet,1,2025-06-23 08:35:45
sinyal semakin susah sehingga sisa kuota sering hangus karena tidak di pakai harapannya di benerin lagi sering eror saat masuk log in dan untuk kedepannya pembaruan sering di perbarui cumak sering log out sendiri,1,2025-06-23 08:30:43
"apk terburuk yg pernah saya download. ngapa2in susah, udahah mahal paketan nya, apk nya eror. otomatis pindah provider.",1,2025-06-23 08:29:27
Kuota mahal jaringan murahan,1,2025-06-23 08:22:41
internetnya tambah mahal mau ganti kartu lainnya sajaaa kecewa diri q bertahun tahun pake telkomsel tambah tahun tambah mahal&sangat mahal,1,2025-06-23 08:22:39
udah lemot paket mahal pula,1,2025-06-23 08:19:03
jaringan babi lelet mahal lagi,1,2025-06-23 08:18:47
aplikasi aneh seharian g bisa d buka,1,2025-06-23 08:17:17
"sinyal paling buruk paling mahal,, sinyal lag Jaringan susah admin juga buruk bukanya perbaiki malah suruh kesana kesini",1,2025-06-23 08:13:31
"cek kuota sering gagal, sisa kuota tidak sesuai dengan pemakaian. susah mencek sisa kuota",2,2025-06-23 08:10:41
sinyalnya tlong diperbaiki lagi.,4,2025-06-23 08:06:14
"seandainya ada sinyal kartu lain d tempat ku. ga mau pke Telkom. udh mahal banyak kebijakan"" yang merugikan. keuntungan hanya sebelah pihak.",2,2025-06-23 08:02:23
jaringan jelek . gak stabil . makin hari makin ancur mau uang aja .. performa gak di perbaiki mudahan bangkrut Telkomsel .Telkomsel bangkrut aku sedekah ke mesjid..,1,2025-06-23 08:01:12
lambat cs nya,1,2025-06-23 08:00:44
"aplikasi gak berjalan dengan lancar, pelayanan nya kepada customer sangat tdk baik dan lambat menanggapi pengaduan customer. Rating : -1000/10.",1,2025-06-23 07:59:38
"aplikasi lemot, sering eror",2,2025-06-23 07:58:01
"aplikasi stuck di loading😡 Harga mahal signal jelek lagi, signal bagus mah gapapa, lah ini udah jelek, mahal, aplikasi error terus tolong di fix secepatnya! udah aku clear cache, sama paksa berhenti tetep ngga bisa. akhirnya aku uninstall aplikasinya trus download ulang baru bisa>:(",1,2025-06-23 07:42:34
"Saya ada oembelian gagal namun saldo kepotong dari tgl 20 kemaren,sudah di laporkan ke cs taoj sampe sekarang masih belum masuk terus tolong lah di percepat",3,2025-06-23 07:41:14
sangat membantu,4,2025-06-23 07:38:32
makin mahal sinyal gk jelas ilang²an,1,2025-06-23 07:36:05
aplikasi ini banyak kali biaya admin(mungkin cuman saya) masuk kena potong pulsa 2000 pas beli paket dipotong 2000 ngambil kuota gembira potong akh semuanya dan satu lagi ni aplikasi udah kek shopee tingkat kelancarannya behh jangan ditanya sering ngefreeze cok lah tolong perbaiki😠 salam dari binjai😂,1,2025-06-23 07:34:07
jaringan nya🤮,1,2025-06-23 07:28:17
"masuk aplikasinya lemot bet,masuk aplikasi lain malah cepet perbaiki secepatnya min",1,2025-06-23 07:25:51
"apk busuk, harga doang mahal, server zonk cok!",1,2025-06-23 07:22:33
"hei my telkomsel, apk lu udah bertahun2 msh aja lemot buka menu menu nya. kurang kaya apa lagi lu sampe gak bisa maximalkan performa apk lu?",1,2025-06-23 07:19:32
jaringan paling top,5,2025-06-23 07:16:00
apk sampah,1,2025-06-23 07:14:46
Internet nya susah,5,2025-06-23 07:12:58
ok banget,5,2025-06-23 07:11:50
puas pake Internet Telkomsel...,5,2025-06-23 07:05:01
aplikasi nge bug.. rusak eror gak guna . . mb aja di gedein kualitas nol,1,2025-06-23 07:04:38
lama2 telkomsel makin jelek aja pulsa kepotong sendiri ada kiriman dari 99386 dan 99677 di stop balasnya anda sedang tidak berlangganan tapi pulsa saya di sedot jg 2200 stiap hari ada apa maksudnya ini telkomsel ditanya di aplikasi ini tidak memuaskan dari sisa kuota aja nga update terpaksa saya cek di 888 tolong selagi masih pake ini kartu tlg diperbaiki,1,2025-06-23 07:03:08
aplikasi botot,5,2025-06-23 07:00:57
"aplikasi ini buruk sekali , kalau tinggal sedikit dibilang jaringan tidak stabil.makanin pulsa Mulu🤮",1,2025-06-23 06:58:41
jelek sekali,1,2025-06-23 06:56:43
"apakah jaringan nya juga sering gak bagus kocak lah, katanya si paling bagus",2,2025-06-23 06:49:43
pelayanan ramah,5,2025-06-23 06:49:21
Loadingnya parah apk apa sih ini.gak jelasss.,1,2025-06-23 06:48:19
lag,1,2025-06-23 06:43:55
apk lemot,1,2025-06-23 06:41:40
"Plis paket internet sakti ini apa,scam dari telkomsel kah masa saya beli paket internet sakti 33k dapat 7GB nasional dan 5 Gb apps(untuk line, WhatsApp,ig, YouTube dll..)tapi saat Kouta nasional habis kouta yang sisa 5Gb ini tidak berguna hanya sebagai gimmick nambah harga,saya gabisa youtube ig dan lainnya cuma bisa WhatsApp aja gausah scam tinngal kasih tau 5 gb WhatsApp aja tau saya kebanyakan itu 5Gb plis ganti promo yang lebih realistis aja buat nomer saya sesuai kebutuhan.⭐👎",3,2025-06-23 06:40:21
ngelag di penajam,1,2025-06-23 06:38:36
"harga paketan ber ubah""",1,2025-06-23 06:35:59
sangat membantu,5,2025-06-23 06:34:44
Gajelas gabisa bikin tiket buat masalah,1,2025-06-23 06:32:15
"buka apk ngebug mulu, makin kesini makin jelek jaringan Telkomsel. Mahal doang tapi lag. tolong perbaiki jaringannya",2,2025-06-23 06:29:58
mahal doang bagus kagak tu jaringan,1,2025-06-23 06:26:43
oke,5,2025-06-23 06:25:24
"ini apk apa sih, test speed indihome ngakunya 15 mb, pas ditest malah 100kb taik taikk sampaah",1,2025-06-23 06:23:17
"loading nya lama bgt, enth makin lama apk nya makin jelek 💩💩",1,2025-06-23 06:22:12
bagus,5,2025-06-23 06:12:59
sangat lambat susah loading,1,2025-06-23 06:11:25
oke,5,2025-06-23 06:05:59
mantap,3,2025-06-23 06:02:00
harga paket doang mhl sinyal lemot parah kan lucu,1,2025-06-23 06:01:10
"beli paket, dari dana udah terkirim tapi kuota ga masuk kek mana ini min",1,2025-06-23 06:00:15
baik,5,2025-06-23 05:59:58
pulsa udah kepotong tapi kuotanya kagak masuk,1,2025-06-23 05:59:29
provider terburuk,1,2025-06-23 05:58:34
ok banget 👍,5,2025-06-23 05:58:14
Telkom Lelett Macam Siputt,1,2025-06-23 05:57:52
setuju gk (telkomsel) masuk (neraka),1,2025-06-23 05:55:19
informatif,4,2025-06-23 05:54:31
"apk paling berat ini, kalo dibuka force close mulu, apk WUWA ge kalah berat. Ampas bet kebanyakan dikorup",1,2025-06-23 05:52:19
apk rusak,1,2025-06-23 05:49:30
tolong Update agar sistem nya terhubung pada server jarang bgt bisa muncul status nya,1,2025-06-23 05:46:25
aplikasi cacat,1,2025-06-23 05:39:20
sering ngaco pada saat kuota tinggal sedikit ngak bisa buat cek,1,2025-06-23 05:35:55
mantap,5,2025-06-23 05:35:10
harga selangit kualitas sinyal sulit udah lemot banget lagi,1,2025-06-23 05:33:39
harga mahal sinyal ga jelas bgt #pindahkartu,1,2025-06-23 05:29:52
nice,5,2025-06-23 05:28:00
lodingya lam bikin sakit hati,1,2025-06-23 05:27:00
internet lancar buka apk lain tapi pas buka apk my Telkomsel malah kayak gak punya internet. gimana sih yolong perbaiki,1,2025-06-23 05:25:42
"banyak promo pas mau di beli ga bisa, kaya drakula suka nyedot pulsa, huh parah",1,2025-06-23 05:23:12
kalo pelanggan naro pulsa di aplikasi jangan di ambilin lah gua punya hutang juga kaga ke lu,1,2025-06-23 05:23:12
aplikasi terkadang susah buat login,2,2025-06-23 05:22:00
mau login aja gabisaaa. padahal udh di update. gajelas bgt sekarang my Telkomsel tu,1,2025-06-23 05:19:24
"Terlalu berat aplikasinya,,di ram 8+8 loading terus",2,2025-06-23 05:18:20
harganya murah di nomor saya,1,2025-06-23 05:13:16
klw ada masalah selesai'y lama cs muter2 tanya ini itu tapi gak kelar masalah'y ciri has perusahaan BUMN,1,2025-06-23 05:12:45
ngelag gajelas mau liat koutanya jadi gajelas,1,2025-06-23 05:11:52
sangat membantu,5,2025-06-23 05:08:28
apk lemot mau beli paket susah,1,2025-06-23 05:05:10
"sinyal ngelag ngelag pas main game,padahal cuaca cerah,kuota masih banyak ini saya kasih bintang 3 dulu,semoga makin bagus sinyal dan apk nya",3,2025-06-23 05:01:32
aplikasi lemoootttt.... jaringan 5G tpi aplikasinya gk bisa dibuka....👎🏻,1,2025-06-23 04:58:50
sangat layak di gunakan dan bermanfaat++hemat biaya,5,2025-06-23 04:56:58
"saya masih punya banyak kuota kok dibilang internetan tanpa kuota, emg kocak. kembaliin pulsa yg kalian sedot",1,2025-06-23 04:55:55
Sering lemot banget,1,2025-06-23 04:43:04
"Aplikasi sialan super berat, saldo pulsa tidak masuk""!!",1,2025-06-23 04:41:28
urusan pulsa di TELKOMSEL aja.,5,2025-06-23 04:33:22
sinyal paling buruk,1,2025-06-23 04:31:42
Aplikasinya kurang kumplit buat indihome padahal waktu pake aplikasi indihome kumplit enak buat pengoperasian nya juga tolong dong kaya dulu lagi indihomenya,5,2025-06-23 04:31:37
gk bisa di buka,5,2025-06-23 04:29:28
"jelek kali aplikasinya,masa mau ke menu rewards tiba tiba langsung keluar,mending hapus aja aplikasinya dari play store,gak guna juga",1,2025-06-23 04:26:08
aplikasinya sekarang sering stuck padahal jaringan bagus. padahal udah lama pake aplikasi ini tapi sekarang kurang bagus.,1,2025-06-23 04:26:06
"paketan nya mahal dan menjebak, paket beli gak guna.... BUMN itu berpihak pada rakyat bukan malah jeruk sebanyak-banyaknya profit dari rakyat dan laporan keuangan katanya rugi.....",1,2025-06-23 04:25:08
kasih hadiahnya lebih banyak lagi,5,2025-06-23 04:25:00
"aplikasi terlelet didunia, sering motong pulsa tanpa informasi yang jelas.. males banget ah",2,2025-06-23 04:21:40
kurang promo paket,1,2025-06-23 04:11:10
"sistem ui berat, lelet",1,2025-06-23 04:10:44
"aplikasi ini tidak up to date tampilannya.. lemot dan menyasarkan informasi pelanggan Telkomsel, makin kesini makin tidak peduli sama pelanggan.. parah banget",1,2025-06-23 04:10:38
bagus bangat ⭐ seribu kalo ada ini mah,5,2025-06-23 04:05:20
Sumpah jaringan Telkom makin lama makin buruk,1,2025-06-23 04:04:10
apalah sudah harganya mahal mana jaringannya suka error sendiri,1,2025-06-23 04:04:09
sinyal nya jarang bagus jelek terus,3,2025-06-23 04:02:34
sering crash... lg jg berat loading nya...,1,2025-06-23 03:59:29
"bintang lima, good",5,2025-06-23 03:55:20
"fitur di tambah terus tapi kinerjanya APP sama saja tetap lambat saat buka menu dll, dan kadang informasi kuota dan pemakaian indihome gak update. CS atau agen tidak respond saat ada keluhan atau permintaan semua di lempar ke robot veronica .",2,2025-06-23 03:54:59
kartu mahal🤓,1,2025-06-23 03:53:12
"Load informasi Pulsa, Data, dkk lemot kali, kebiasaan aplikasi load lain dlu baru informasi pribadi",1,2025-06-23 03:51:22
"apk stuck di loading doang, susahngerefresh, padahaljaringan bagus, pake wifi juga sama aja,",1,2025-06-23 03:49:34
tolol banyak gangguan pulsa ada tapi gak bisa transaksi,1,2025-06-23 03:47:52
telkomsel di papua lag woiiiii benerin lah udh harga mahal sinyal sulit hadehhh harga elit sinyal sulit,2,2025-06-23 03:44:55
jaringan 5g burik di tangsel 23 juni,1,2025-06-23 03:40:01
"mau cek kuota di aplikasi ini lemottttttnyaaaa minta ampun.. udh di clear cache, force close, uninstal dan instal lgi baru okeee.. tpi setelah itu lemoteeee lg... masa iya tiap mau cek kuota harus uninstal dan instal lg aplikasinya sih.. gimana sih ini depelover aplikasinya..",1,2025-06-23 03:37:59
"lemot, kebanyakan konten didalam Apk, tidak memuat kuota atau data, mau beli kuota gagal muat, nunggu lama (dan iya kalau berhasil) padahal jaringan aman buat buka apk privider lain aman aman saja. seharusnya kalau ada notif, notif sisa kuota atau tlfn yang di tampilkan malah iklan promo gajelas.",1,2025-06-23 03:37:45
"Udah di complain banyak pengguna, masih aja lemot. niat gak sih kalian ini. Buka app aja mau isi ulang paket data malah stuck. muteeeerrr terus",1,2025-06-23 03:37:41
kenapa sekarang membeli pulsa jadi tidak bisa tolong diperbaiki,1,2025-06-23 03:37:24
untuk paket data 4GB internet sakti dulu 30 hari. sekarang 4GB internet sakti hanya 14 hari. tolong seperti dulu lagi selama 30 hari.. tks,1,2025-06-23 03:36:08
"cek quota susah 3 bulan ini diwillayah Selatan jakarta ga mau donwlod my telkomsel di haruskan tapi cek quota aja susah sinyal sering hilang, saya pakai hp samsung a15 versi terbaru. dan ini bukan kami saja yang mengalami hal ini teman2 kerja juga MENGELUHKAN hal yang sama.?",2,2025-06-23 03:33:06
aplikasi useless sebenernya nih..cuma buat cek kuota dan beli kuota..selebihnya gk diperlukan..tapi memori yg digunakan sampe hampir 500mb..menuh2in memori hp,1,2025-06-23 03:30:52
"Tolong lah perbaiki fitur nya, kenapa mau cek kuota aja loading nya 5hari 5malam",2,2025-06-23 03:30:48
keren parah,5,2025-06-23 03:29:50
"Aplikasi nya lemot gak bisa menampilkan apa"" , tolong di perbaiki dong",1,2025-06-23 03:28:50
baik,5,2025-06-23 03:27:06
"aplikasi cuma buat ngecek paket internet aja lemotnya ampe kebangetan.. udah beberapa kali refresh tapi tetep ""gagal memuat konten"" tulisannya.. ampun dah..",1,2025-06-23 03:26:16
sangat suka,5,2025-06-23 03:25:13
"lemot sekali, harus hapus cache dulu beru bisa, itupun kadang masih gagal.",1,2025-06-23 03:25:08
ok,5,2025-06-23 03:20:55
sering terjadi hutang paket di aplikasi mesenger secara tidak sengaja,1,2025-06-23 03:18:12
"aplikasi berat sekali, jaringan bagus loh padahal",1,2025-06-23 03:17:11
tolong di perbaiki jaringnnya,2,2025-06-23 03:17:05
jaringan ga enak bnaget padahal udah full seburuk itu kah telkomsel,1,2025-06-23 03:12:07
"Telkom makin kesini makin kesono,, makin eror signal nya aneh katanya luas jangkauan nya tapi tetep aja eror terus signal nya,, apalagi belom ujan aja udah lngsung eror signal nya,,pas ujan sama bae eror.",2,2025-06-23 03:07:48
